C.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	plumo	plumo	a feather, a pen	grupo	alternativoj	prononco
level	bildo	bildo	a picture, an image	grupo	alternativoj	prononco
level	paŝi	paŝi	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	dika	thick, fat, bold	grupo	alternativoj	prononco
level	sia	sia	one's own	grupo	alternativoj	prononco
level	konsenti	konsenti	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	somero	summer, a summer	grupo	alternativoj	prononco
level	lumi	lumi	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	ĉielo	a sky	grupo	alternativoj	prononco
level	vintro	vintro	winter, a winter	grupo	alternativoj	prononco
level	volonta	volonta	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	aŭtuno	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	memori	to remember, to recall	grupo	alternativoj	prononco
level	printempo	printempo	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	ĝardeno	a garden	grupo	alternativoj	prononco
level	aĉeti	aĉeti	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	semajno	a week	grupo	alternativoj	prononco
level	vitro	vitro	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	pluvo	rain, a rain	grupo	alternativoj	prononco
level	frukto	frukto	a fruit	grupo	alternativoj	prononco
level	necesa	necesa	necessary	grupo	alternativoj	prononco
level	bono	bono	goodness	grupo	alternativoj	prononco
level	erari	erari	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	hejmo	a home	grupo	alternativoj	prononco
level	naturo	naturo	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	nubo	cloud, a cloud	grupo	alternativoj	prononco
level	bone	bone	well	grupo	alternativoj	prononco
level	momento	momento	a moment	grupo	alternativoj	prononco
level	direkto	direkto	a direction	grupo	alternativoj	prononco
level	kontenta	kontenta	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	rozo	a rose	grupo	alternativoj	prononco
level	fajro	fajro	a fire	grupo	alternativoj	prononco
level	kuraci	kuraci	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	frapi	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	kara	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	akcepti	to accept	grupo	alternativoj	prononco
level	minuto	minuto	a minute	grupo	alternativoj	prononco
level	espero	espero	a hope	grupo	alternativoj	prononco
level	linio	linio	a line	grupo	alternativoj	prononco
level	neĝo	neĝo	snow, a snow	grupo	alternativoj	prononco
level	koleri	koleri	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	sukceso	a success	grupo	alternativoj	prononco
level	plori	plori	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	nul (nulo)	zero, nil	grupo	alternativoj	prononco
level	angulo	angulo	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	ordo	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	ŝipo	a ship	grupo	alternativoj	prononco
level	blua	blua	blue	grupo	alternativoj	prononco
level	sufiĉa	sufiĉa	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	strato	a street	grupo	alternativoj	prononco
level	vilaĝo	vilaĝo	a village, a town	grupo	alternativoj	prononco
level	utila	utila	useful	grupo	alternativoj	prononco
level	rondo	rondo	a circle, a club	grupo	alternativoj	prononco
level	preta	preta	ready	grupo	alternativoj	prononco
level	orelo	orelo	an ear	grupo	alternativoj	prononco
level	papero	papero	paper, a paper	grupo	alternativoj	prononco
level	rivero	rivero	a river	grupo	alternativoj	prononco
level	zorgi	zorgi	to care for, to look after	grupo	alternativoj	prononco
level	arto	arto	an art	grupo	alternativoj	prononco
level	kreski	kreski	to grow, to increase	grupo	alternativoj	prononco
level	nazo	nazo	a nose	grupo	alternativoj	prononco
level	konsili	konsili	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	pasi	to pass, to pass by	grupo	alternativoj	prononco
level	fero	fero	iron (Fe)	grupo	alternativoj	prononco
level	regi	regi	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	farti	to fare	grupo	alternativoj	prononco
level	larĝa	larĝa	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	kuraĝa	courageous, brave	grupo	alternativoj	prononco
level	kolo	kolo	a neck	grupo	alternativoj	prononco
level	propra	propra	own, one's own	grupo	alternativoj	prononco
level	plezuro	plezuro	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	pardoni	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	sata	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	voki	to call, to summon	grupo	alternativoj	prononco
level	marto	marto	March	grupo	alternativoj	prononco
level	seĝo	seĝo	a chair	grupo	alternativoj	prononco
level	majo	majo	May	grupo	alternativoj	prononco
level	tuŝi	tuŝi	to touch	grupo	alternativoj	prononco
level	premi	premi	to press, to squeeze	grupo	alternativoj	prononco
level	julio	julio	July	grupo	alternativoj	prononco
level	kato	kato	a cat	grupo	alternativoj	prononco
level	glaso	glaso	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	septembro	September	grupo	alternativoj	prononco
level	verda	verda	green	grupo	alternativoj	prononco
level	postuli	postuli	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	onklo	an uncle	grupo	alternativoj	prononco
level	novembro	novembro	November	grupo	alternativoj	prononco
level	laca	laca	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	lakto	milk, a milk	grupo	alternativoj	prononco
level	bruli	bruli	to burn	grupo	alternativoj	prononco
level	decidi	decidi	to decide	grupo	alternativoj	prononco
level	plendi	plendi	to complain	grupo	alternativoj	prononco
level	saluti	saluti	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	valoro	a value, worth	grupo	alternativoj	prononco
level	sukero	sukero	sugar, a sugar	grupo	alternativoj	prononco
level	planko	planko	a floor, a ground	grupo	alternativoj	prononco
level	vesto	vesto	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	tiri	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	vetero	weather, a weather	grupo	alternativoj	prononco
level	turni	turni	to turn, to turn around	grupo	alternativoj	prononco
level	peco	peco	a piece	grupo	alternativoj	prononco
level	fraŭlo	fraŭlo	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	pano	a bread	grupo	alternativoj	prononco
level	salti	salti	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	vagono	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	ligo	a link, a league	grupo	alternativoj	prononco
level	efektiva	efektiva	actual, real, true	grupo	alternativoj	prononco
level	decembro	decembro	December	grupo	alternativoj	prononco
level	korto	korto	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	tranĉi	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	ŝati	to like	grupo	alternativoj	prononco
level	oktobro	oktobro	October	grupo	alternativoj	prononco
level	kalkuli	kalkuli	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	rimedo	resources, means, remedy	grupo	alternativoj	prononco
level	paki	paki	to pack	grupo	alternativoj	prononco
level	klaso	klaso	a class	grupo	alternativoj	prononco
level	gajni	gajni	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	intereso	an interest	grupo	alternativoj	prononco
level	floro	floro	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marŝi	to march, to walk	grupo	alternativoj	prononco
level	grupo	grupo	a group	grupo	alternativoj	prononco
level	aŭgusto	aŭgusto	August	grupo	alternativoj	prononco
level	junio	junio	June	grupo	alternativoj	prononco
level	brako	brako	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	konstruaĵo	a building	grupo	alternativoj	prononco
level	aprilo	aprilo	April	grupo	alternativoj	prononco
level	februaro	februaro	February	grupo	alternativoj	prononco
level	pentraĵo	pentraĵo	a picture, a painting	grupo	alternativoj	prononco
level	luno	luno	moon, a moon	grupo	alternativoj	prononco
level	ideo	ideo	an idea	grupo	alternativoj	prononco
level	novaĵo	novaĵo	a news	grupo	alternativoj	prononco
level	vendi	vendi	to sell, to vend	grupo	alternativoj	prononco
level	kruco	kruco	a cross	grupo	alternativoj	prononco
level	kokaĵo	kokaĵo	poultry, chicken	grupo	alternativoj	prononco
level	monato	monato	a month	grupo	alternativoj	prononco
level	porkaĵo	porkaĵo	pork	grupo	alternativoj	prononco
level	maniero	maniero	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	bovaĵo	beef	grupo	alternativoj	prononco
level	opinii	opinii	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	glaciaĵo	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	elekti	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	agi	to act	grupo	alternativoj	prononco
level	ovaĵo	ovaĵo	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	ŝafaĵo	mutton	grupo	alternativoj	prononco
level	komuna	komuna	common	grupo	alternativoj	prononco
level	dubi	dubi	to doubt	grupo	alternativoj	prononco
level	pakaĵo	pakaĵo	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	freŝa	fresh, recent	grupo	alternativoj	prononco
level	adreso	adreso	an address	grupo	alternativoj	prononco
level	araneaĵo	araneaĵo	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	horloĝo	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	manĝaĵo	a food	grupo	alternativoj	prononco
level	male	male	on the contrary	grupo	alternativoj	prononco
level	radio	radio	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	manĝado	eating, eating action	grupo	alternativoj	prononco
level	dolori	dolori	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
level	instruado	instruado	teaching, instruction	grupo	alternativoj	prononco
level	muziko	muziko	music, a music	grupo	alternativoj	prononco
level	neniom	neniom	no amount, nothing (quantity), none	grupo	alternativoj	prononco
level	lerta	lerta	skillful, dexterous	grupo	alternativoj	prononco
level	administrado	administrado	administration, management	grupo	alternativoj	prononco
level	voĉo	voĉo	a voice, a vote	grupo	alternativoj	prononco
level	preferi	preferi	to prefer	grupo	alternativoj	prononco
level	viziti	viziti	to visit, to call on	grupo	alternativoj	prononco
level	nia	nia	our	grupo	alternativoj	prononco
level	sako	sako	a sack, a bag	grupo	alternativoj	prononco
level	fumado	fumado	smoking, smoking action	grupo	alternativoj	prononco
level	azeno	azeno	a donkey	grupo	alternativoj	prononco
level	bruna	bruna	brown	grupo	alternativoj	prononco
level	inviti	inviti	to invite	grupo	alternativoj	prononco
level	paĝo	paĝo	a page	grupo	alternativoj	prononco
level	tiu ĉi	tiu ĉi	this one	grupo	alternativoj	prononco
level	doktoro	doktoro	a doctor	grupo	alternativoj	prononco
level	ĉi tio (tio ĉi)	ĉi tio (tio ĉi)	this, this here	grupo	alternativoj	prononco
level	krajono	krajono	a pencil	grupo	alternativoj	prononco
level	flava	flava	yellow	grupo	alternativoj	prononco
level	fiŝado	fiŝado	fishing, fishing action	grupo	alternativoj	prononco
level	poŝo	poŝo	a pocket	grupo	alternativoj	prononco
level	fiŝkapti	fiŝkapti	to catch fishes	grupo	alternativoj	prononco
level	aparteni (al ~)	aparteni (al ~)	to belong (to ~)	grupo	alternativoj	prononco
level	rekta	rekta	straight, direct	grupo	alternativoj	prononco
level	lundo	lundo	Monday	grupo	alternativoj	prononco
level	merkredo	merkredo	Wednesday	grupo	alternativoj	prononco
level	vendredo	vendredo	Friday	grupo	alternativoj	prononco
level	fiŝkaptado	fiŝkaptado	fish-catching, catching fishes	grupo	alternativoj	prononco
level	ilustri	ilustri	to illustrate	grupo	alternativoj	prononco
level	des	des	<adv> so much (more, less)	grupo	alternativoj	prononco
level	sabato	sabato	Saturday	grupo	alternativoj	prononco
level	ĵaŭdo	ĵaŭdo	Thursday	grupo	alternativoj	prononco
level	mardo	mardo	Tuesday	grupo	alternativoj	prononco
level	dimanĉo	dimanĉo	Sunday	grupo	alternativoj	prononco
level	fiŝisto	fiŝisto	a fisherman	grupo	alternativoj	prononco
level	griza	griza	gray	grupo	alternativoj	prononco
level	subita	subita	sudden	grupo	alternativoj	prononco
level	promeni	promeni	to promenade, to take a walk, to stroll	grupo	alternativoj	prononco
level	daŭri	daŭri	to last, to continue, to endure	grupo	alternativoj	prononco
level	butero	butero	butter	grupo	alternativoj	prononco
level	kruro	kruro	leg, a leg	grupo	alternativoj	prononco
level	organizi	organizi	to organize	grupo	alternativoj	prononco
level	numero	numero	a numeral, a number	grupo	alternativoj	prononco
level	insekto	insekto	an insect, a bug	grupo	alternativoj	prononco
level	amaso	amaso	amass, crowd, mass, multitude, pile	grupo	alternativoj	prononco
level	kuko	kuko	a cake	grupo	alternativoj	prononco
level	ekzemplo	ekzemplo	an example	grupo	alternativoj	prononco
level	plafono	plafono	a ceiling	grupo	alternativoj	prononco
level	kutimo	kutimo	an habbit (accustomed), a custom, a way	grupo	alternativoj	prononco
level	festi	festi	to celebrate, to party	grupo	alternativoj	prononco
level	puŝi	puŝi	to push	grupo	alternativoj	prononco
level	pomo	pomo	an apple	grupo	alternativoj	prononco
level	saĝa	saĝa	wise, sage, sagacious	grupo	alternativoj	prononco
level	atenta	atenta	attentive, paying attention, careful	grupo	alternativoj	prononco
level	tondi	tondi	to shear, to clip, to cut	grupo	alternativoj	prononco
level	fremda	fremda	foreign, alien, strange	grupo	alternativoj	prononco
level	verki	verki	to write, to compose, to create	grupo	alternativoj	prononco
level	kaŭzo	kaŭzo	a cause, a reason	grupo	alternativoj	prononco
level	parolado	parolado	a speech	grupo	alternativoj	prononco
level	kulero	kulero	a spoon	grupo	alternativoj	prononco
level	komerci	komerci	to trade, to do business	grupo	alternativoj	prononco
level	koverto	koverto	an envelope	grupo	alternativoj	prononco
level	vino	vino	wine, a wine	grupo	alternativoj	prononco
level	interna	interna	internal, inner, inside	grupo	alternativoj	prononco
level	kuŝi	kuŝi	to lie, to recline	grupo	alternativoj	prononco
level	kaŝi	kaŝi	to hide, to conceal	grupo	alternativoj	prononco
level	interparoli	interparoli	to talk (between), to have a dialogue (with), to converse	grupo	alternativoj	prononco
level	telero	telero	a dish, a plate	grupo	alternativoj	prononco
level	suferi	suferi	to suffer	grupo	alternativoj	prononco
level	ponto	ponto	a bridge	grupo	alternativoj	prononco
level	lago	lago	a lake	grupo	alternativoj	prononco
level	genuo	genuo	knee	grupo	alternativoj	prononco
level	parolo	parolo	a speaking, speech	grupo	alternativoj	prononco
level	herbo	herbo	grass, herb	grupo	alternativoj	prononco
level	benko	benko	a bench	grupo	alternativoj	prononco
level	folio	folio	a leaf, a sheet	grupo	alternativoj	prononco
level	konduki	konduki	to conduct, to lead	grupo	alternativoj	prononco
level	drinki	drinki	to drink (something alkololic)	grupo	alternativoj	prononco
level	ŝtupo	ŝtupo	a step, a stair, a rung	grupo	alternativoj	prononco
level	bordo	bordo	a shore, a waterfront, a bank	grupo	alternativoj	prononco
level	justa	justa	fair, just, righteous	grupo	alternativoj	prononco
level	lumo	lumo	a light	grupo	alternativoj	prononco
level	malgraŭ ~	malgraŭ ~	<preposition> despite ~, in spite of ~	grupo	alternativoj	prononco
level	drinkado	drinkado	drinking action	grupo	alternativoj	prononco
level	aŭtomobilo	aŭtomobilo	a car, an automobile, a motor car (=aŭto)	grupo	alternativoj	prononco
level	bonvoli	bonvoli	to will (from heart), to want (from heart)	grupo	alternativoj	prononco
level	studi	studi	to study	grupo	alternativoj	prononco
level	profunda	profunda	deep, profound	grupo	alternativoj	prononco
level	peni	peni	to try, to aim, to endeavour, to attempt	grupo	alternativoj	prononco
level	ekskurso	ekskurso	an excursion	grupo	alternativoj	prononco
level	trinkakvo	trinkakvo	drinking water	grupo	alternativoj	prononco
level	batali	batali	to fight, to battle, to engage in combat	grupo	alternativoj	prononco
level	ordoni	ordoni	to command, to ordr, to tell	grupo	alternativoj	prononco
level	seka	seka	dry	grupo	alternativoj	prononco
level	mezuri	mezuri	to measure	grupo	alternativoj	prononco
level	broso	broso	a brush	grupo	alternativoj	prononco
level	veki	veki	to wake up, to awaken	grupo	alternativoj	prononco
level	poŝto	poŝto	a mail, a postal mail, a stamp	grupo	alternativoj	prononco
level	karto	karto	a card, a map	grupo	alternativoj	prononco
level	sango	sango	blood, a blood	grupo	alternativoj	prononco
level	doloro	doloro	a pain, an ache	grupo	alternativoj	prononco
level	nombro	nombro	a number	grupo	alternativoj	prononco
level	speco	speco	species, a species, a kind, a sort	grupo	alternativoj	prononco
level	prava	prava	right, true	grupo	alternativoj	prononco
level	bedaŭri	bedaŭri	to regret, to be sorry about	grupo	alternativoj	prononco
level	stato	stato	status, condition, state	grupo	alternativoj	prononco
level	ripozi	ripozi	to repose, to rest, to take a rest	grupo	alternativoj	prononco
